,blue_fighter,red_fighter,method,round,time,winner,days_since,wins,fight_num_rounds,round_mins,decayed_avg_ctrl_dif,decayed_avg_kd_dif,decayed_avg_rev_dif,decayed_avg_sig_str_body_dif,decayed_avg_sig_str_body_pct_dif,decayed_avg_sig_str_clinch_dif,decayed_avg_sig_str_clinch_pct_dif,decayed_avg_sig_str_dif,decayed_avg_sig_str_distance_dif,decayed_avg_sig_str_distance_pct_dif,decayed_avg_sig_str_ground_dif,decayed_avg_sig_str_ground_pct_dif,decayed_avg_sig_str_head_dif,decayed_avg_sig_str_head_pct_dif,decayed_avg_sig_str_leg_dif,decayed_avg_sig_str_leg_pct_dif,decayed_avg_sig_str_pct_dif,decayed_avg_sub_att_dif,decayed_avg_td_att_dif,decayed_avg_td_att_pct_dif,decayed_avg_td_pct_dif,decayed_avg_total_str_dif,decayed_avg_total_str_pct_dif
57,Justin Wren,Jon Madsen,Decision - Split ,3,300,blue,5899,1,3,5.0,100000.0,1.0,1.0,1.4646133781155866e-14,1.0165210997347398,40871.979113978705,1.2982095690529651,100000.0,100000.0,2.686680644523956,100000.0,6.99266594308887,100000.0,8.61702859511131,3860.685355745135,0.7766120963927291,7.519186846494825,1.0,364.672612855373,12.887184053797295,12.887184053797295,100000.0,10.065585431286234
58,Houston Alexander,Kevin Ferguson,Decision - Unanimous ,3,300,blue,5899,1,3,5.0,100000.0,0.052365882344960396,1.0,2605.378740204777,0.7820851423589801,7.5195820500339295e-06,0.1512101748061245,51.04291077323825,19.096403139213756,0.37720230738159943,100000.0,3.888646007295947,100000.0,1.0340009807365844,4.2518810622747374e-16,0.025211650394104456,0.4067333369664766,19.096403139213756,100000.0,11.680451899375493,11.680451899375493,100000.0,0.6564449247329128
59,Joe Brammer,Mark Bocek,Submission ,1,216,blue,5899,2,3,5.0,100000.0,1.0,3.901291656618406,0.00044649742574328233,10.771313543179893,100000.0,11.107359473898882,100000.0,5.033201101810427e-21,0.7862580303531134,100000.0,7.170224525847052,100000.0,2.604953900253553,21653.51502192414,0.5465194796457246,2.6567841101943417,364.672612855373,100000.0,6.113743262026391,6.113743262026391,100000.0,4.552599893679397
60,Jon Jones,Matt Hamill,DQ ,1,254,blue,5899,3,3,5.0,1.4594803203859107e-205,0.2965464193422499,1.0,1.848434123328336e-35,0.09435854270335439,8.154758446758728e-19,0.5623241617305026,7.412538660092045e-63,7.370956367758271e-33,0.48661512839189464,1.2331957796102982e-12,0.7162318288207307,3.7539403961194564,0.542145212564953,1.0682566902963066e-28,0.4707768273041315,0.3456146838197319,0.052365882344960396,1.937508811881767,0.6778511755655805,0.6778511755655805,3.7186793011345864e-45,0.45374954480762125
61,Marcus Jones,Matt Mitrione,KO/TKO ,2,10,blue,5899,5,3,5.0,0.0,44.35450516692494,1.0,364.672612855373,3.401704356348463,1.7465453491943734e-05,0.9453680538117947,100000.0,100000.0,4.120205864289819,100000.0,8.666416271126124,100000.0,4.23918018012013,1967.3221286027692,2.68830920021521,4.596581417703643,0.014793440164875925,2.0620089869529514e-08,0.10946778214556212,0.10946778214556212,100000.0,5.104657535306264
62,Brendan Schaub,Roy Nelson,KO/TKO ,1,225,blue,5899,10,3,5.0,5.1341088467984996e-12,1.9139558938578443,0.5849243670089777,0.28883643012055915,0.862004979380521,0.0016498880416950532,0.14429133248099793,100000.0,100000.0,1.1607907427894162,4.470979949527847e-07,0.980565681868699,31.294282298773428,0.5692161858632303,100000.0,7.119828412254237,0.6964703428093472,0.4666985325535016,0.23045635587820915,0.5666963623858094,0.5666963623858094,6.098734538123642e-07,0.8250084064136292
63,Sam Sicilia,Cristiano Marcello,KO/TKO ,2,173,red,4990,3,3,5.0,5.467381345778175e-123,0.6597902263588714,0.6597902263588714,100000.0,1.3508838864975585,2699.53100035864,1.3220748795698076,100000.0,100000.0,1.24036124728166,1.4154287710624412e-09,0.3208228646915057,100000.0,0.8410796503547601,100000.0,1.453900580171287,0.8224713196585127,0.28722195492640357,0.18950623865612934,0.3869398164437113,0.3869398164437113,100000.0,0.938405804524325
64,Chris Tickle,Daron Cruickshank,Decision - Unanimous ,3,300,blue,4990,6,3,5.0,0.0,6.815713595678231,0.014664763664357733,100000.0,1.232147318353078,100000.0,1.2865653767372973,100000.0,100000.0,1.088884052038702,0.03159945565594327,0.12933812782090898,100000.0,1.0060928695455376,100000.0,0.5339346436894747,1.0647019190771103,9.980346135747209e-05,6.81571359567823,1.7137159835478277,1.7137159835478277,1.443576811988542e-34,0.42523075678825967
65,Martin Kampmann,Jake Ellenberger,KO/TKO ,2,100,red,4990,10,5,5.0,5.343207418075427e-132,3.1460964589395366,0.8455811872912854,0.0002185518230854764,1.7378090253250964,3.48914324042632e-06,1.0539855560418399,1.1448977197180378e-20,4.09210837202111e-12,1.5235648643322888,0.0008018640897813714,0.7339139563498193,9.222939436867713e-19,1.1577474824612428,56.79928908410179,4.868224176065368,1.1060057869249431,0.005441821407583773,0.8942045487094485,1.016879033213829,1.016879033213829,1.9456023947084233e-24,1.0101826341634195
66,Jeremy Larsen,Joe Proctor,KO/TKO ,1,119,blue,4990,4,3,5.0,1.8673742605090282e-161,0.6597902263588715,1.0,274.17045184563233,0.7818950753195733,7.997801302092044,4.857568219981939,0.0003704347162033529,0.0006911986225373015,0.40424341156207466,0.06700978223999332,0.873084111938521,5.243239551145704e-13,0.3301158519031399,100000.0,4.804692895156479,0.43941524848374136,146.9364234956948,0.006805664492230543,0.5000458146010444,0.5000458146010444,2.0477887613065403e-06,0.4492555625791969
67,Erik Perez,John Albert,Submission ,1,258,red,4990,3,3,5.0,0.0,0.5141021317649738,0.5141021317649738,2.3659942624647558e-18,0.38315440957031144,0.00014038651596625333,0.4866092988472842,2.592796578154393e-40,6.631576166386434e-21,0.9501125855540862,2.785006972017737e-16,0.5939106922386583,1.431778021294649e-16,0.8760830167906657,7.653834484544182e-07,1.8651285276103349,0.8625588919793615,4571.312105844779,2.6604120598803308e-05,0.17535276123020338,0.17535276123020338,2.2041902972866342e-110,1.1664539976418982
68,Charles Oliveira,Jonathan Brookins,Submission ,2,162,red,4990,10,3,5.0,100000.0,0.5141021317649737,0.3686159363034188,0.0002886391305473974,0.6149886873538802,100000.0,0.5010735070993783,41996.15449090628,2.6004402144676826e-08,0.5288527071564602,18281.897958440768,0.4736819571990205,100000.0,1.2058715309411179,8.55140546198585e-07,0.3151947584988947,0.8075596688251877,0.004131974083039926,2.297144125099812,1.198446471653641,1.198446471653641,3.320976274558325e-05,0.6524085368497484
69,John Cofer,Justin Lawrence,KO/TKO ,3,19,blue,4990,2,3,5.0,1.710782900727752e-209,5.276871131480589,0.0005614431699718219,1.8829844067688727e-14,0.0760886263833859,4.065422186836318e-10,0.208815215271241,3.353829038232648e-11,12.121733518589444,0.5381459710582259,0.006805664492230543,0.12503436409934587,100000.0,0.6911471572777672,8.777373566030593e-06,0.25004581670002207,0.4563300721464571,1.0,0.18950623865612934,0.792259201042462,0.792259201042462,5.176618066322145e-39,0.3343923525645954
70,Pat Schilling,Max Holloway,Decision - Unanimous ,3,300,blue,4990,1,3,5.0,100000.0,8.257763978914502,1.0,100000.0,9.875717798564182,100000.0,9.274376399519019,100000.0,100000.0,1.078931964664157,100000.0,2.958285502608918,100000.0,1.1310334033522187,100000.0,0.37722081503944127,1.2315044332639966,5.625487957385233,3.8322861781339284,1.3082525398679639,1.3082525398679639,100000.0,1.3343056017670982
71,Al Iaquinta,Michael Chiesa,Submission ,1,167,blue,4990,7,3,5.0,100000.0,0.1235576266679976,1.608397103591245,1.3563952640952522e-12,0.5854984287859333,169.45229276184858,1.6278645431153436,2.4184987242241196e-70,2.489578562171119e-78,0.6064920327741422,100000.0,0.914983635097188,3.838536174993389e-45,0.7840875785745428,4.6450881502550346e-14,0.1015131053451616,0.7585707033472954,8.093389513599389,1189.2137090858537,5.271857973930759,5.271857973930759,3.47041332714216e-27,1.316486592588766
72,Chris Saunders,Myles Jury,Submission ,1,243,blue,4990,4,3,5.0,100000.0,3.4816279983061724,3.4816279983061724,100000.0,10.376644293530028,222.70172795159507,2.4619955547644357,100000.0,100000.0,1.5381617010730466,100000.0,6.119020055009353,100000.0,3.1067648056138735,12.121733518589444,2.6817755035199884,2.3051181757596853,2.297144125099814,5.276871131480588,0.04628171439675693,0.04628171439675693,100000.0,2.7421406899802023
73,Elias Theodorou,Brad Tavares,Decision - Unanimous ,3,300,blue,3128,7,3,5.0,1.0033136712209466e-112,1.5894807767647359,0.5371987155272457,6.360978839773017e-17,1.0457295976583239,2.9213421578281415e-14,0.49894579029550945,3.913699164645398e-20,9.035716152790007,1.1062637863945195,1.4826629458040627e-07,0.7544997800380318,16.469470882061245,0.9886134431188967,3.735801928660295e-05,1.316110374959791,0.9490623506150003,1.0,0.1777733612716944,0.8988998037693242,0.8988998037693242,3.557920120783951e-47,0.8482636874585952
74,Jesse Taylor,Dhiego Lima,Submission ,2,43,red,3128,4,3,5.0,2.2347268182743342e-214,1.7660179612746987,0.20929720576531952,100000.0,0.8685082774722097,0.20929720576531952,0.5989096994241137,100000.0,100000.0,1.4038808013546988,5.962012051740625e-08,0.3359498618126342,100000.0,0.5304854748690052,100000.0,1.138308552073652,0.5587810435019159,0.13662088463553168,0.0891806751568591,0.47652208331652535,0.47652208331652535,7.4963755885227175e-06,0.3797523656843384
75,CB Dollaway,Ed Herman,Decision - Unanimous ,3,300,red,3128,4,3,5.0,3.5313480702029237e-38,1.0121034300309815,0.8052891720305718,85566.24530791969,0.9097181921363553,100000.0,1.9687166344621516,100000.0,100000.0,0.8079482260006402,16.49684632415684,1.3435412062316736,100000.0,1.1146676532365851,29.7454721293871,0.7681309797126545,1.1070958165481561,1.0121034300309815,0.13410416080617402,0.7479772868319148,0.7479772868319148,100000.0,1.093070415262779
76,Teruto Ishihara,Gray Maynard,Decision - Unanimous ,3,300,blue,3128,4,3,5.0,100000.0,0.09168060340043907,2.185839575883813,0.04015979577526381,1.344041097466871,4.194049213468762,0.8015526420869503,6.766998881819652e-17,1.2166013728448775e-19,0.8445685127564533,132.62160525005652,1.2301558880819152,1.797951007222647e-05,1.0687391527337506,9.371880789543579e-11,0.20295456389940147,0.9138032607836805,8.589151899662657,2836.520299674114,2.7655835642025046,2.7655835642025046,0.005326528557347041,1.1074937876542459
77,Tom Gallicchio,James Krause,Decision - Unanimous ,3,300,blue,3128,1,3,5.0,100000.0,2.0582295136188136,2.618133183597049,1.2224625033311087e-12,1.7836937693759833,14.108384002348606,0.8244282184588557,100000.0,100000.0,2.0687819108348546,409.6833791489337,1.6239461729567082,100000.0,2.5391499471688888,3.3199237135050384e-07,0.37875565920910026,2.164034619927552,11.091220463890133,0.30026888480114566,1.149764251974302,1.149764251974302,100000.0,2.2356179002238816
78,Nick Roehrick,Jared Cannonier,KO/TKO ,3,128,blue,3128,7,3,5.0,100000.0,2.988584906636353,1.0,100000.0,2.433776914079999,100000.0,1.567871779169347,100000.0,100000.0,2.407600421815671,100000.0,2.207379425780011,100000.0,2.182563431256828,100000.0,10.421353266086989,2.8291655230704698,1.0,4.7778946514999285,1.4055527849684377,1.4055527849684377,100000.0,3.208898164411726
79,Marcel Fortuna,Jordan Johnson,Decision - Unanimous ,3,300,blue,3128,0,3,5.0,100000.0,0.3525133917516345,1.0,4.3813084410873154e-08,0.524963823740367,0.005443498417627617,0.28041796012439946,84.04340010502162,3.5263836200964665e-13,0.9820044096690993,100000.0,4.269255234761952,100000.0,1.3125599051080397,0.003231959508647846,0.6942429321973975,1.1586744852964963,8.047273459163003,1918.5660429021887,4.765456490887159,4.765456490887159,100000.0,1.2234259495131397
80,Drakkar Klose,Marc Diakiese,Decision - Split ,3,300,red,3128,7,3,5.0,100000.0,0.9378510831345485,1.4695917121639632,2.118679647458015e-07,0.6130676362252806,1.6650151758165207e-18,0.39803639811078984,6.980138982448304e-26,1.4396681626926823e-05,0.6476295349429448,0.0029119470466769,0.9340094033882542,4.682267393218453e-17,0.691097716970114,0.007036271095476868,0.6608182350048467,0.6512705801146329,1.0,113.53402413377974,0.970967757117826,0.970967757117826,3.808951180521231e-43,0.6847969022218953
81,Justin Gaethje,Michael Johnson,KO/TKO ,2,288,red,3128,8,5,5.0,100000.0,0.7770441846606747,1.3535214495543073,100000.0,0.5631682478581462,7.372458785735705e-05,0.6384938068715504,5.71353924596425e-29,8.676841492824554e-26,0.49323318109012143,8.93163974417462,1.1683511024060882,4.660735498107634e-23,0.534244970724411,6.503148944567494e-18,0.4493168380669329,0.5282782314067701,1.106169587913684,4.106804208846485,1.6285644556722032,1.6285644556722032,2.1384778374449882e-27,0.5623720870245583
82,Juliana Lima,Tecia Pennington,Submission ,2,53,blue,3128,2,3,5.0,7.561245906041746e-264,1.2020158230963014,0.2616960852261659,100000.0,1.4967283623100203,0.0016389257443387344,0.8307719946861235,100000.0,100000.0,1.6918799770443613,2.9373179219778773e-05,0.559406585395364,100000.0,1.1593525871030104,100000.0,1.8781303582999647,1.1612280341098016,1.2020158230963014,0.026584456624031423,0.6138832741283599,0.6138832741283599,100000.0,0.9105823813101954
83,Dustin Neace,Bryan Caraway,Submission ,2,218,blue,5171,1,3,5.0,100000.0,1.0,1.6771568356088187,0.01597388624135546,0.11138058793184068,100000.0,3.576622580317138,100000.0,100000.0,1.1781872514247287,6.836053271179479e-06,0.014036769492313838,100000.0,1.6222456858543368,0.003386020300049112,0.04624174940307331,1.0386488301360415,0.1263878405597447,18488.422419496146,4.542054003111188,4.542054003111188,100000.0,1.1624321423403539
84,Dennis Bermudez,Diego Brandao,Submission ,1,291,blue,5171,7,3,5.0,4.877273328238e-302,1.0308849901419974,0.40150736110047014,1.0059162253986837e-06,2.0655491858271007,6.833948818193904e-16,0.5213734536005791,2.493360619380426e-63,3.0327639052081524e-25,1.3143396873053284,1.2030253292051139e-23,2.570716343855512,4.916473734016226e-42,1.3031354924439114,5.041613621242918e-16,0.18845517590682237,1.201682416013274,0.06672533332265121,0.0012037663649142596,1.0305714668697321,1.0305714668697321,3.979188691187055e-95,1.1787633088162124
85,John Albert,Dustin Pague,KO/TKO ,1,69,red,5171,4,3,5.0,100000.0,0.3555106757324521,1.9926525017922703,0.35551067573245176,2.3539335450220875,0.01344474888463005,2.511110982632015,100000.0,100000.0,1.679518681419911,18.732000786969536,1.7093807097921092,2.8128550512293757,1.8575144886889896,100000.0,0.3380797004623613,2.0302109871757787,0.5018436476508376,31.416503164495673,6.470837576576304,6.470837576576304,100000.0,1.0445279628105721
86,Johnny Bedford,Louis Gaudinot,KO/TKO ,3,118,red,5171,3,3,5.0,0.0,0.020686995765810613,0.274514828350431,2.2377074006093568e-20,0.22868476700990578,2.719290813357465e-12,0.23980203402961583,3.682617975915337e-42,830.7259856618691,0.5642125566557541,1.6302087413601017e-33,0.28605985084403246,2.2713009880750857e-30,0.35245334213160195,100000.0,1.1687686908345543,0.4144538429134065,62.60217362829712,0.012334562472984888,0.8344478753200445,0.8344478753200445,3.526588752354935e-65,0.6502342195359606
87,Stephen Bass,Marcus Brimage,Decision - Unanimous ,3,300,blue,5171,1,3,5.0,2.6288388107230977e-24,3.6427904678557232,1.0,2.52253130333402e-31,0.16539327777762441,7.216552348866037e-25,0.057884921930978675,4.0735178981219475e-75,2.7286160975912813e-49,0.4786984811027999,0.020686995765810613,0.26011938420508846,3.4814317332146174e-39,0.4783565670907667,4.638474580408189e-06,0.49215551950988484,0.36877370696010126,1.0,6.95266472665802,1.5386673223372602,1.5386673223372602,2.313304820960696e-77,0.37312850318629937
88,Jason Miller,Michael Bisping,KO/TKO ,3,214,blue,5171,2,5,5.0,1.3447759470281623e-24,3.1553868744149254,0.2616808546802999,8.221097399151578,0.7286923174650817,100000.0,1.3362781441085638,100000.0,100000.0,1.4254392528268374,100000.0,0.6331304355807801,100000.0,1.605128106421715,100000.0,18.615884089981584,1.2568107380100635,0.08293146453834477,4.6281080133042165,1.8003153641325529,1.8003153641325529,100000.0,1.0479379068646542
89,Josh Ferguson,Roland Delorme,Submission ,3,22,blue,5171,2,3,5.0,0.0,4.381664046057625,0.6911785168944783,0.024882975391487348,0.12759770031558346,0.036000793981978224,0.5239416268540139,3.076366110147973e-13,1.9047704219508803e-16,0.685262649049424,44862.482387043296,2.9779154993631716,2.3183000013928003e-14,0.9633250283883528,533.2932329805001,1.4468042272104777,0.8885234084389435,176.09084030829464,254.76897213108592,2.5333658891549247,2.5333658891549247,10238.686014142944,1.3517421937941458
90,Josh Clopton,Steven Siler,Decision - Unanimous ,3,300,blue,5171,4,3,5.0,0.0,1.7763408666173632,1.7763408666173632,5532.158441784226,1.7208628138362414,176.09084030829464,0.9619087381654228,100000.0,100000.0,1.2739533446883065,0.005678887091737592,0.9599455233813534,100000.0,1.2298300355083316,5.7537044025651575e-06,1.526785777531024,1.0360660803511743,312.79735587661577,0.00018076127257076128,0.49992507737541464,0.49992507737541464,4.568950065545804e-19,0.2838102955358193
91,John Dodson,TJ Dillashaw,KO/TKO ,1,114,red,5171,5,3,5.0,100000.0,0.4223869958798304,1.0,3.848390474851357e-06,0.7883578334165442,100000.0,0.7229822862168188,100000.0,100000.0,0.8258820572117678,100000.0,1.3490965556699235,100000.0,0.925204215215627,100000.0,0.646662224775401,0.9117944904643185,31.416503164495673,33.27441851140254,1.7326606033782739,1.7326606033782739,100000.0,1.0297990599587077
92,Yves Edwards,Tony Ferguson,Decision - Unanimous ,3,300,blue,5171,6,3,5.0,8.374464432155054e-209,0.27378107151666875,0.5854934944900354,100000.0,1.221662001762187,7.531410941339869e-08,0.3792273379925898,100000.0,100000.0,1.1858039307289143,0.2982633470145333,0.9942616936004744,100000.0,1.2188207119152623,100000.0,0.6691752113074411,0.9274380961080413,3.1106647176240863,1.101148842718736,1.293342034722467,1.293342034722467,100000.0,0.8313530384798178
93,Mike Ricci,Colton Smith,Decision - Unanimous ,3,300,blue,4793,2,3,5.0,100000.0,3.314311799086468,0.008287557378457548,2.8804146609311725e-10,1.79426587426198,100000.0,7.942369896463695,7.920605831897887e-29,2.815924064487909e-23,0.5870311956656454,2.387160177621745e-12,0.35760029240726504,1.4249391121783702e-26,0.554632511872029,100000.0,7.874681801824139,1.5537785245938842,36.406597200777874,1976.171501239143,0.8706942087350689,0.8706942087350689,14559.514843393326,1.88606038014888
94,Jonathan Brookins,Dustin Poirier,Submission ,1,255,blue,4793,1,3,5.0,3.374307210925593e-171,12.190971687543584,2.3015095123864664,29.251742087015828,1.06975480932322,17932.88225947093,1.6242875815067042,100000.0,100000.0,1.9550827444959744,0.042106724420879794,1.6117863187002548,100000.0,1.1691032797664966,100000.0,3.0106573815652937,1.2330219088431993,24.759916785249352,0.5816901325676084,0.4843614351792121,0.4843614351792121,100000.0,1.4650127841451563
